Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitute,Langitute
N 543  ,?,?,?,?,"Universitetets historiske museum, Bergen",,,,V,,,sten,gnejs,runsten,,
N 544  ,?,?,?,?,"Universitetes historiske museum, Bergen",,,,V,,,sten,grå gnejs,runsten,,
N 545 M ,?,?,?,?,Kunstindustrimuseet i Oslo (nr. 3618),,,,M 1200-1300-t,,,trä,trä,dokumentskrin,,
N 546 M ,?,?,?,?,Kunstindustrimuseet i Oslo (nr. 3618),,,,M,,,trä,trä,dokumentskrin,,
N 547 †M ,?,?,?,?,,,,,M 1300-t,,,metall,järn,oblatjärn,,
N 548 M ,Alshus,Kråkerøy sn,Østfold fylke,Fredrikstad,Oldsaksamlingen (nr. 27421),,,,M,,,metall,bly,kors,,
N 549 M ,"Oslo, Hallvardskirken",Oslo,,Oslo,Minneparken i Gamlebyen,,,,M ca 1200,,,sten,kalkskiffer,gravhäll,,
N 550 M ,Haraton,Aurskog sn,Akershus fylke,Aurskog-Høland,Oldsaksamlingen (nr. 27348),,,,M,,,metall,bly,amulett,,
N 551 M ,Hamar bispegård,Vang sn,Hedmark fylke,Hamar,Hedmarksmuseet (HK nr. 544),,,,M,,,sten,kalksten,mursten,,
N 552 M ,Torkelsby,Våler sn,Hedmark fylke,Våler,Oldsaksamlingen,(60.72022 ; 11.84145),,,M,,,metall,bly,"platta, amulett",60.72022,11.84145
N 553 M ,Kvikne kirke,Kvikne sn,Hedmark fylke,Tynset,"Oslo universitetsbibliotek (mskr. nr. 102, oktav)",(62.58369 ; 10.28499),,,M ca 1200,,,trä,trä,pärm,62.58369,10.28499
N 554 M ,Hedal kirke,Hedal sn,Oppland fylke,Sør-Aurdal,,(60.6225 ; 9.6907),,,M,,,trä,trä,träinskrift,60.6225,9.6907
N 555 M ,Hedal kirke,Hedal sn,Oppland fylke,Sør-Aurdal,,(60.6225 ; 9.6907),,,M,,,trä,trä,träinskrift,60.6225,9.6907
N 556 M ,Hedal kirke,Hedal sn,Oppland fylke,Sør-Aurdal,,(60.6225 ; 9.6907),,,M,,,trä,trä,träinskrift,60.6225,9.6907
N 557 M ,Hedal kirke,Hedal sn,Oppland fylke,Sør-Aurdal,,(60.6225 ; 9.6907),,,M,,,trä,trä,träinskrift,60.6225,9.6907
N 558 M ,Hedal kirke,Hedal sn,Oppland fylke,Sør-Aurdal,,(60.6225 ; 9.6907),,,M,,,trä,trä,träinskrift,60.6225,9.6907
N 559 M ,Hedal kirke,Hedal sn,Oppland fylke,Sør-Aurdal,,(60.6225 ; 9.6907),,,M,,,trä,trä,träinskrift,60.6225,9.6907
N 560 M ,Vestre Slidre kirke,Slidre sn,Oppland fylke,Vestre Slidre,,(61.09039 ; 8.97992),,,M,,,sten,täljsten,mursten,61.09039,8.97992
N 561 M ,Vestre Slidre kirke,Slidre sn,Oppland fylke,Vestre Slidre,,(61.09039 ; 8.97992),,,M,,,puts,kalkputs,putsinskrift,61.09039,8.97992
N 562 M ,Vestre Slidre kirke,Slidre sn,Oppland fylke,Vestre Slidre,,(61.09039 ; 8.97992),,,M,,,puts,kalkputs,putsinskrift,61.09039,8.97992
N 563 M ,Øye kirke,Øye sn,Oppland fylke,Vang,,(61.16713 ; 8.39945),,,M,,,trä,trä,träinskrift,61.16713,8.39945
N 564 M ,Hurum kirke,Hurum sn,Oppland fylke,Hurum,,(59.61468 ; 10.45916),,,M ca 1180,,,trä,trä,träinskrift,59.61468,10.45916
N 565 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 566 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 567 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 568 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 569 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 570 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 571 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 572 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 573 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 574 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 575 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 576 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 577 M ,Gol kirke,Gol sn,Buskerud fylke,Gol,"Bygdøy, Oslo",(60.7070 ; 8.9140),,,M,,,trä,trä,träinskrift,60.707,8.914
N 578  ,Oseberg,Slagen sn,Vestfold fylke,Tønsberg,"Bygdøy, Oslo",,,,V 825-850 (Imer 2007),,,trä,trä,släde,,
N 579  ,Kaupang,Tjølling sn,Vestfold fylke,Larvik,Oldsaksamlingen,,,,V 875-925 (Imer 2007),,,metall,brons,skål,,
N 580 M ,Berg kirke,Berg sn,Vestfold fylke,Larvik,,(58.99303 ; 9.91922),,,M ca 1100,,,sten,,mursten,58.99303,9.91922
N 581 M ,Heddal kirke,Heddal sn,Telemark fylke,Notodden,"Bygdøy, Oslo (nr. 258)",(59.5796 ; 9.1762),,,M första hälften av 1300-t,,,trä,trä,träinskrift,59.5796,9.1762
N 582  ,Uppstad,Hylestad sn,Aust-Agder fylke,Valle,Oldsaksamlingen (C28808),(59.13698 ; 7.51382),,,V,,,sten,sten,sländtrissa,59.13698,7.51382
N 583 M ,Hesby,Hesby sn (Finnøy),Rogaland fylke,Finnøy,,(59.17621 ; 5.81367),,,M s 1200-t,,,sten,,kvadersten,59.17621,5.81367
N 584 M ,Hesby,Hesby sn (Finnøy),Rogaland fylke,Finnøy,,(59.17621 ; 5.81367),,,M,,,sten,,kvadersten,59.17621,5.81367
N 585 M ,Grindheim kirke,Etne sn (Grindheim),Hordaland fylke,Etne,Universitetet i Bergen,(59.66983 ; 6.00400),,,M?,,,sten,skiffer,häll,59.66983,6.004
N 586 M ,Moster kirke,Moster sn,Hordaland fylke,Bømlo,,(59.70105 ; 5.38148),,,M,,,sten,,mursten,59.70105,5.38148
N 587 M ,Moster kirke,Moster sn,Hordaland fylke,Bømlo,,(59.70105 ; 5.38148),,,M,,,sten,,mursten,59.70105,5.38148
N 588 M ,Moster kirke,Moster sn,Hordaland fylke,Bømlo,,(59.70105 ; 5.38148),,,M,,,sten,,mursten,59.70105,5.38148
N 589 M ,Moster kirke,Moster sn,Hordaland fylke,Bømlo,,(59.70105 ; 5.38148),,,M,,,sten,,mursten,59.70105,5.38148
N 590 M ,Moster kirke,Moster sn,Hordaland fylke,Bømlo,,(59.70105 ; 5.38148),,,M,,,sten,,mursten,59.70105,5.38148
N 591 M ,Moster kirke,Moster sn,Hordaland fylke,Bømlo,,(59.70105 ; 5.38148),,,M,,,sten,,mursten,59.70105,5.38148
N 592 M ,Røldal kirke,Røldal sn,Hordaland fylke,Odda,,(59.83085 ; 6.82275),,,M,,,trä,trä,träinskrift,59.83085,6.82275
N 593 M ,Røldal kirke,Røldal sn,Hordaland fylke,Odda,,(59.83085 ; 6.82275),,,M,,,trä,trä,träinskrift,59.83085,6.82275
N 594 M ,Hefte,Voss sn,Hordaland fylke,Voss,"Nordiska museet, Stockholm (nr. 15520)",(60.71559 ; 6.50215),,,M,,,ben/horn,horn,dryckeshorn,60.71559,6.50215
N 595 M ,Borgund,Borgund sn,Møre og Romsdal fylke,Ålesund,,,,,M,,,trä,trä,klappbräda,,
N 596  ,Borgund,Borgund sn,Møre og Romsdal fylke,Ålesund,,,,,V ej yngre än mitten av 1000-t,,,trä,trä,trästycke,,
N 597 M ,Myklebostad,Vistdal sn,Møre og Romsdal fylke,Nesset,,(62.72213 ; 7.93791),,,M,,,trä,trä,kista,62.72213,7.93791
N 598  ,,,,,,,,,V,,,metall,,mynt,,
N 599  ,,,,,,,,,V,,,metall,,mynt,,
N 600  ,,,,,,,,,V,,,metall,,mynt,,
N 601  ,,,,,,,,,V,,,metall,,mynt,,
N 602  ,,,,,,,,,V,,,metall,,mynt,,
N 603 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31265,,,,M ca 1300,,,trä,trä,runkavel,,
N 604 M ,"Søre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/30315,,,,M ca 1248,,,trä,trä,runkavel,,
N 605 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/13033,,,,M s 1200-t,,,trä,trä,runkavel,,
N 606 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/84381,,,,M efter 1248,,,trä,trä,runkavel,,
N 607 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/10568,,,,M äldre än 1198,,,trä,trä,runkavel,,
N 608 M ,"Søre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/15203,,,,M s 1300-t,,,trä,trä,runkavel,,
N 609 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/41163,,,,M efter 1198,,,trä,trä,runkavel,,
N 610 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/12886,,,,M andra hälften av 1200-t,,,trä,trä,runkavel,,
N 611 M ,"Nordre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/29305,,,,M b 1300-t,,,trä,trä,pinne,,
N 612 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/29751,,,,M efter 1198,,,trä,trä,platta,,
N 613 M ,"Søre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/19326,,,,M ca 1200,,,trä,trä,träspån,,
N 614 M ,"Søre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/35508,,,,M,,,trä,trä,träspån,,
N 615 M ,"Søre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/33747,,,,M ca 1198,,,trä,trä,runkavel,,
N 616 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/11214,,,,M före 1198,,,trä,trä,runkavel,,
N 617 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/69064,,,,M ca 1332,,,trä,trä,runkavel,,
N 618 M ,"Søre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/18094,,,,M efter 1248,,,trä,trä,fragment av runkavel,,
N 619 M ,"Gullskoen(?), Bryggen, Bergen",Bergen,,Bergen,BRM 0/32891,,,,M före 1198,,,trä,trä,runkavel,,
N 620 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/26041,,,,M före 1413,,,trä,trä,runkavel,,
N 621 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/15301,,,,M efter 1332,,,trä,trä,pinne,,
N 622 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/9242,,,,M före 1413,,,trä,trä,bottnen till ett laggkärl,,
N 623 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/23851,,,,M före 1476,,,trä,trä,bottnen till ett laggkärl,,
N 624 M ,"Søre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/13796,,,,M ca 1413,,,trä,trä,bottnen till ett laggkärl,,
N 625 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/12883,,,,M andra hälften av 1200-t,,,trä,trä,runkavel,,
N 626 M ,"Søre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/1244,,,,M,,,trä,trä,botten till ett laggkärl,,
N 627 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/30711,,,,M före 1332,,,trä,trä,runkavel,,
N 628 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/43754,,,,M före 1198,,,trä,trä,runkavel,,
N 629 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31525,,,,M strax efter 1248,,,trä,trä,runkavel,,
N 630 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/9241,,,,M före 1332,,,trä,trä,del av kors,,
N 631 M ,"Søre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/13894,,,,M före 1393,,,trä,trä,runkavel,,
N 632 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/27316,,,,M efter 1332,,,trä,trä,runkavel,,
N 633 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/28202,,,,M efter 1332,,,trä,trä,runkavel,,
N 634 M ,"Søre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/16904,,,,M,,,trä,trä,runkavel,,
N 635 M ,"Gullskoen (Lavranskyrkjegarden?), Bryggen, Bergen",Bergen,,Bergen,BRM 0/68384,,,,M efter 1332,,,metall,guld,ring,,
N 636 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/37293,,,,M före 1248,,,trä,trä,runkavel,,
N 637 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31413,,,,M efter 1248,,,trä,trä,amulett,,
N 638 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/65550,,,,M före 1413 ?,,,metall,bly,band,,
N 639 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/61702,,,,M efter 1248,,,trä,trä,runkavel,,
N 640 M ,"Søre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/36584,,,,M s 1100-t,,,trä,trä,runkavel,,
N 641 M ,"Søre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/23504,,,,M före 1332,,,trä,trä,runkavel,,
N 642 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/7529,,,,M före 1332,,,trä,trä,kors,,
N 643 M ,"Søre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/22368,,,,M efter 1332,,,trä,trä,runkavel,,
N 644 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/12090,,,,M efter 1248,,,trä,trä,pinne,,
N 645 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/41612,,,,M efter 1198,,,trä,trä,runkavel,,
N 646 M ,"Gullskoen/(Nordre Søstergården), Bryggen, Bergen",Bergen,,Bergen,BRM 0/28771,,,,M före 1332,,,trä,trä,runkavel,,
N 647 M ,"Nordre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/29706,,,,M efter 1198,,,trä,trä,runkavel,,
N 648 M ,"Søndre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/21919,,,,M b 1300-t,,,trä,trä,runkavel,,
N 649 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/26374,,,,M före 1413,,,trä,trä,runkavel,,
N 650 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/40325,,,,M före 1332,,,trä,trä,runkavel,,
N 651 M ,"Nordre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/29622,,,,M ca 1200,,,trä,trä,runkavel,,
N 652 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/37789,,,,M före 1332,,,trä,trä,runkavel,,
N 653 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/37564,,,,M före 1248,,,trä,trä,runkavel,,
N 654 M ,"Søndre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/88800,,,,M före 1198,,,trä,trä,runkavel,,
N 655 M ,"Søndre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/16154,,,,M före 1332,,,trä,trä,runkavel,,
N 656 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31181,,,,M före 1248,,,trä,trä,runkavel,,
N 657 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/17399,,,,M ca 1250,,,trä,trä,runkavel,,
N 658 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/41038,,,,M före 1248,,,trä,trä,runkavel,,
N 659 M ,"Søndre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/33737,,,,M före 1198,,,trä,trä,fragment av runkavel,,
N 660 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/29418,,,,M före 1332,,,trä,trä,märklapp,,
N 661 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/27205,,,,M före 1413,,,trä,trä,märklapp,,
N 662 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/12588,,,,M före 1332,,,trä,trä,märklapp,,
N 663 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/12401,,,,M före 1332,,,trä,trä,märklapp,,
N 664 M ,"Nordre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/32056,,,,M efter 1198,,,trä,trä,märklapp,,
N 665 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/21967,,,,M före 1248,,,trä,trä,märklapp,,
N 666 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/55524,,,,M före 1198,,,trä,trä,märklapp,,
N 667 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/43756,,,,M efter 1170,,,trä,trä,märklapp,,
N 668 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/44013,,,,M efter 1170,,,trä,trä,märklapp,,
N 669 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/12923,,,,M efter 1248,,,trä,trä,märklapp,,
N 670 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/19052,,,,M före 1248,,,trä,trä,märklapp,,
N 671 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/43109,,,,M efter 1170,,,trä,trä,märklapp,,
N 672 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/20438,,,,M före 1248,,,trä,trä,märklapp,,
N 673 M ,"Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/19157,,,,M före 1248,,,trä,trä,märklapp,,
N 674 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/19809,,,,M efter 1198,,,trä,trä,märklapp,,
N 675 M ,"Nordre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/79607,,,,M efter 1170,,,trä,trä,märklapp,,
N 676 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/10567,,,,M före 1198,,,trä,trä,märklapp,,
N 677 M ,"Søndre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31902,,,,M ca 1248,,,trä,trä,märklapp,,
N 678 M ,"Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/84690,,,,M före 1248,,,trä,trä,märklapp,,
N 679 M ,"Buaallmenningen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/18095,,,,M ca 1198,,,trä,trä,märklapp,,
N 680 M ,"Engelgården/Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/19180,,,,M före 1332,,,trä,trä,märklapp,,
N 681 M ,"Søndre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/18333,,,,M före 1248,,,trä,trä,märklapp,,
N 682 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/44817,,,,M före 1170,,,trä,trä,märklapp,,
N 683 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31036,,,,M ca 1248 ?,,,trä,trä,märklapp,,
N 684 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/60622,,,,M efter 1248,,,trä,trä,märklapp,,
N 685 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/63657,,,,M efter 1170,,,trä,trä,märklapp,,
N 686 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31172,,,,M före 1332,,,trä,trä,märklapp,,
N 687 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/85675,,,,M före 1198,,,trä,trä,märklapp,,
N 688 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/12187,,,,M före 1332,,,trä,trä,märklapp,,
N 689 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/25282,,,,M ca 1198,,,trä,trä,märklapp,,
N 690 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/43755,,,,M ca 1170,,,trä,trä,märklapp,,
N 691 M ,"Nordre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31803,,,,M före 1198,,,trä,björk,pinne,,
N 692 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/40969,,,,M efter 1248,,,trä,trä,märklapp,,
N 693 M ,"Søndre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31901,,,,M efter 1198,,,trä,trä,märklapp,,
N 694 M ,"Søndre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31901,,,,M efter 1198,,,trä,trä,märklapp,,
N 695 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/20780,,,,M före 1248,,,trä,trä,märklapp,,
N 696 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31443,,,,M före 1332,,,trä,trä,märklapp,,
N 697 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/20653,,,,M före 1248,,,trä,trä,märklapp,,
N 698 M ,"Søndre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/21996,,,,M före 1248,,,trä,trä,märklapp,,
N 699 M ,"Søndre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/35462,,,,M före 1198,,,trä,trä,märklapp,,
N 700 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/21515,,,,M efter 1198,,,trä,trä,märklapp,,
N 701 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/36385,,,,M före 1248,,,trä,trä,märklapp,,
N 702 M ,"Søndre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/24158,,,,M före 1248,,,trä,trä,märklapp,,
N 703 M ,"Søndre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/34459,,,,M före 1198,,,trä,trä,märklapp,,
N 704 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/25336,,,,M ca 1198,,,trä,trä,märklapp,,
N 705 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/41940,,,,M efter 1198,,,trä,trä,märklapp,,
N 706 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/43439,,,,M efter 1170,,,trä,trä,märklapp,,
N 707 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/40456,,,,M före 1248,,,trä,trä,märklapp,,
N 708 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/9181,,,,M efter 1248,,,trä,trä,märklapp,,
N 709 M ,"Søndre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/17526,,,,M före 1248,,,trä,trä,märklapp,,
N 710 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/11762,,,,M efter 1332,,,trä,trä,märklapp,,
N 711 M ,"Nordre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/36994,,,,M efter 1332,,,trä,trä,märklapp,,
N 712 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/20668,,,,M före 1248,,,trä,trä,märklapp,,
N 713 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/20882,,,,M före 1248,,,trä,trä,märklapp,,
N 714 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/9113,,,,M före 1248,,,trä,trä,märklapp,,
N 715 M ,"Søndre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/23007,,,,M före 1332,,,trä,trä,märklapp,,
N 716 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/28729,,,,M före 1332,,,trä,trä,märklapp,,
N 717 M ,"Søndre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/19117,,,,M efter 1198,,,trä,trä,märklapp,,
N 718 M ,"Nordre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31994,,,,M ca 1198,,,trä,trä,märklapp,,
N 719 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/19531,,,,M före 1248,,,trä,trä,märklapp,,
N 720 M ,"Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/14840,,,,M före 1393,,,trä,trä,märklapp,,
N 721 M ,"Nordre Bugården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/12692,,,,M efter 1248,,,trä,trä,märklapp,,
N 722 M ,"Søndre Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/30412,,,,M efter 1198,,,trä,trä,märklapp,,
N 723 M ,"Søndre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/31771,,,,M före 1198,,,trä,trä,märklapp,,
N 724 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/18710,,,,M före 1248,,,trä,trä,märklapp,,
N 725 M ,"Nordre Engelgården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/19041,,,,M före 1248,,,trä,trä,märklapp,,
N 726 M ,"Nordre Søstergården, Bryggen, Bergen",Bergen,,Bergen,BRM 0/29690,,,,M efter 1198,,,trä,trä,märklapp,,
N 727 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/30580,,,,M före 1248,,,trä,trä,märklapp,,
N 728 M ,"Rosenkrantzgaten 4, Bryggen, Bergen",Bergen,,Bergen,BRM 76/6196,(60.3962 ; 5.3267),,,M ca 1248,,,trä,trä,märklapp,60.3962,5.3267
N 729 M ,"Gullskoen, Bryggen, Bergen",Bergen,,Bergen,BRM 0/61658,,,,M före 1248,,,trä,trä,märklapp,,
